
Value of objective function: 101.16637223

Actual values of the variables:
c                         101.166
x1_20                           0
x1_21                           0
x1_22                           1
x1_23                           0
x2_18                           0
x2_19                           1
x2_20                           0
x2_21                           0
x2_22                           1
x2_23                           0
x3_19                           1
x3_20                           0
x3_21                           0
x4_12                           0
x4_13                           1
x4_14                           1
x4_15                           0
x4_16                           0
x4_17                           0
x4_18                           0
x4_19                           1
x4_20                           0
x5_6                            1
x5_7                            1
x5_8                            0
x5_9                            0
x5_10                           0
x5_11                           1
x5_12                           0
x6_18                           0
x6_19                           1
x6_20                           1
x7_4                            1
x7_5                            1
x7_6                            0
x7_7                            0
x7_8                            0
x7_9                            0
x7_10                           0
x8_12                           0
x8_13                           1
x8_14                           1
x8_15                           0
x8_16                           0
x8_17                           0
x8_18                           0
x9_7                            1
x9_8                            0
x9_9                            0
x9_10                           0
x9_11                           1
x9_12                           0
x9_13                           1
x9_14                           0
x10_8                           0
x10_9                           1
x10_10                          0
x10_11                          1
x10_12                          0
x10_13                          1
x10_14                          0
