
Value of objective function: 80.31641411

Actual values of the variables:
c                         80.3164
x1_11                           1
x1_12                           0
x1_13                           1
x1_14                           0
x1_15                           0
x1_16                           0
x1_17                           0
x1_18                           0
x1_19                           0
x1_20                           0
x1_21                           0
x1_22                           0
x2_5                            1
x2_6                            0
x2_7                            1
x2_8                            0
x2_9                            0
x2_10                           0
x2_11                           0
x3_5                            1
x3_6                            0
x3_7                            0
x3_8                            0
x3_9                            0
x3_10                           0
x3_11                           0
x3_12                           0
x3_13                           0
x3_14                           0
x3_15                           0
x3_16                           0
x3_17                           0
x3_18                           0
x3_19                           0
x3_20                           0
x3_21                           0
x3_22                           0
x3_23                           0
x4_6                            1
x4_7                            1
x4_8                            0
x4_9                            0
x4_10                           0
x4_11                           1
x4_12                           0
x4_13                           0
x4_14                           0
x4_15                           0
x4_16                           0
x4_17                           0
x4_18                           0
x4_19                           0
x4_20                           0
x5_19                           1
x6_18                           0
x6_19                           0
x6_20                           1
x6_21                           1
x7_3                            1
x7_4                            1
x7_5                            1
x7_6                            0
x7_7                            0
x7_8                            0
x7_9                            0
x7_10                           0
x7_11                           0
x7_12                           0
x7_13                           0
x7_14                           0
x7_15                           0
x7_16                           0
x7_17                           0
x7_18                           0
x7_19                           0
x7_20                           0
x7_21                           0
x7_22                           0
x7_23                           0
x8_21                           0
x8_22                           1
x8_23                           1
x9_13                           1
x9_14                           0
x9_15                           0
x9_16                           0
x9_17                           0
x10_6                           0
x10_7                           1
x10_8                           0
x10_9                           0
x10_10                          0
x10_11                          1
